Keyword,Volume,Trend,Growth %,SEO Score,Competition,Avg CPC,Branded,Topics,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026
"search web from photo",10,"growing 33%","+33%",17,"0.03","N/A",No,"Contains: from photo · Contains: search web · Length: Body (3–4 words) · Seasonality: Peaks in February",10,10,10,10,10,20,30,30,20,10,10,20,10,10,10,10,10,20,20,10,10,10,10,20,10,10,20,10,10,10,10,10,20,10,10,10,10,10,10,10,10,20,30,10,20,20,10,10
"find location of",90,"growing 20%","+20%",28,"0.15","$0.45",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,70,70,50,50,50,70,50,70,70,70,90,70,70,70,70,70,70,70,70,90,90,90,90,70,90,70,50,50,90,90,70,90,110,90,70,70,70,110,50,70,70,110,110,110,140,90,70
"image search websites",3600,"declining -24%","-24%",56,"0.05","$1.00",No,"Contains: image search · Length: Body (3–4 words) · Seasonality: Evergreen",3600,3600,3600,3600,3600,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400,4400,4400,4400,4400,4400,3600,3600,3600,3600,2900,3600,2900,3600,2900,2900
"web search with photo",320,"stable -6%","-6%",37,"0.11","$0.91",No,"Contains: with photo · Contains: search with · Contains: search with photo · Length: Body (3–4 words) · Seasonality: Evergreen",320,320,390,320,390,320,390,390,390,590,390,480,480,390,390,320,480,390,480,390,390,480,480,480,390,390,390,480,480,480,390,480,480,390,390,390,390,390,390,320,390,390,260,260,260,320,390,390
"find tool",880,"stable 5%","+5%",46,"0.06","$2.67",No,"Length: Head (1–2 words) · Seasonality: Evergreen",590,590,720,720,480,480,480,590,590,590,590,720,720,720,880,720,720,880,880,720,720,720,880,880,720,720,720,880,720,880,880,880,880,880,720,880,880,880,720,720,720,720,720,880,880,720,880,1000
"web search for image",10,"declining -40%","-40%",16,"0.09","N/A",No,"Contains: search for · Contains: for image · Contains: search for image · Length: Body (3–4 words) · Seasonality: Peaks in December",20,20,20,30,110,20,20,30,20,20,30,30,30,30,20,20,20,50,30,20,20,30,20,30,20,20,30,20,10,10,20,10,30,10,20,20,10,20,20,10,10,10,10,10,10,10,10,10
"location within",880,"stable -8%","-8%",49,"0","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,720,720,720,720,720,1000,1000,1300,1000,880,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,590,720,720,720,720,880,880,880,880
"search image through image",10,"declining -25%","-25%",17,"0","N/A",No,"Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,30,10,20,10,20,20,30,30,30,10,10,20,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,20,10,20,10,20,20,30,10,10,20,10,10,10
"upload photo to find location",30,"declining -29%","-29%",25,"0","N/A",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",30,40,40,20,20,40,30,50,50,70,70,70,70,40,40,40,40,50,50,50,40,50,70,70,70,40,50,50,70,40,40,40,40,40,40,50,50,70,20,20,20,20,50,30,20,40,30,30
"images search by picture",140,"stable -7%","-7%",33,"0.07","$1.02",No,"Contains: search by · Length: Body (3–4 words) · Seasonality: Evergreen",260,390,320,210,320,260,260,260,210,140,480,390,320,320,210,210,140,140,260,170,110,140,110,140,110,70,110,140,140,140,140,260,170,170,170,210,170,140,140,110,140,140,110,110,170,140,140,140
"search jpg",260,"declining -34%","-34%",40,"0.01","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",480,480,480,480,480,480,480,480,390,480,320,320,320,390,480,320,390,480,320,390,320,320,390,390,390,390,390,320,320,390,320,390,320,320,320,320,320,320,320,320,320,320,260,260,210,210,210,210
"it search engine",301000,"stable -6%","-6%",88,"0.04","$1.46",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",301000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,301000,301000,368000,368000,368000,301000,368000,301000,301000,301000,368000,301000,301000,301000,301000,301000,301000,673000,823000,301000,301000,301000,301000,301000,301000,246000,301000,301000,301000,246000,301000,246000,301000,246000,301000,246000,246000
"find jpg images",20,"stable 0%","0%",20,"0.09","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,10,30,30,10,20,30,30,50,50,30,40,30,40,40,30,40,40,20,30,40,20,20,20,30,30,30,30,30,30,30,30,20,20,20,30,20,20,10,20,20,20,30,20,10,10,20,20
"images images photos",74000,"stable -13%","-13%",74,"0.09","$1.75",No,"Length: Body (3–4 words) · Seasonality: Evergreen",246000,201000,165000,135000,110000,165000,165000,201000,110000,110000,74000,74000,74000,74000,74000,74000,90500,90500,90500,90500,110000,135000,110000,90500,90500,90500,110000,90500,90500,90500,74000,90500,90500,90500,74000,90500,74000,90500,90500,90500,74000,90500,74000,74000,74000,74000,74000,74000
"online image search engine",50,"stable 0%","0%",27,"0.06","N/A",No,"Contains: search engine · Contains: image search · Contains: image search engine · Length: Body (3–4 words) · Seasonality: Peaks in March",30,30,20,50,50,70,70,110,90,110,140,110,110,140,170,140,170,140,90,110,90,110,70,70,50,50,50,50,70,90,70,390,90,70,70,40,40,40,50,50,30,50,50,70,70,30,50,50
"search images with image",1830000,"stable -12%","-12%",99,"0.01","$1.22",No,"Contains: search images · Length: Body (3–4 words) · Seasonality: Evergreen",1830000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1500000,1830000,1830000,1830000,1830000,1500000,1500000,1500000,1500000,1830000,1500000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,2240000,1830000,2240000,1830000,1830000,1830000,1830000,1830000,1830000,1500000,1830000,1830000,1830000,1500000,1500000
"web search websites",170,"stable -2%","-2%",35,"0.06","$3.09",No,"Length: Body (3–4 words) · Seasonality: Evergreen",210,170,170,170,170,210,210,320,210,170,170,140,170,210,170,260,210,260,210,260,480,390,260,210,170,170,170,260,210,260,210,260,320,260,210,210,210,140,170,210,170,170,170,210,170,170,170,170
"search image on",10,"growing 33%","+33%",17,"0","N/A",No,"Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20
"i search engine",40,"growing 22%","+22%",26,"0.02","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",20,20,30,30,40,30,40,20,20,30,10,30,30,40,50,40,40,30,90,70,40,50,30,70,70,70,50,40,50,40,40,50,50,50,50,30,30,30,30,50,30,70,30,50,30,40,40,30
"this search engine",10,"stable 0%","0%",17,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10
"a images photos",20,"declining -57%","-57%",22,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",320,390,320,320,390,480,480,480,480,480,590,590,480,480,390,320,320,210,170,170,210,170,140,110,140,140,140,90,70,110,70,50,30,20,20,30,20,30,20,30,20,20,10,10,10,10,10,10
"and search engine",480,"declining -24%","-24%",43,"0.03","$5.65",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",480,590,590,1000,1000,880,720,880,880,1000,880,590,480,590,590,720,590,720,590,720,590,590,590,480,390,590,590,590,590,720,720,880,720,720,480,480,390,590,590,720,590,590,590,590,480,480,390,320
"com search engine",50,"declining -68%","-68%",28,"0.02","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in August",20,40,20,20,30,20,10,10,20,10,40,20,30,20,10,10,30,50,40,70,50,90,50,110,90,70,50,40,110,110,40,90,70,50,50,70,140,70,40,50,30,30,30,50,30,30,20,30
"search up photos",70,"stable -15%","-15%",30,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,90,70,70,70,90,70,90,50,90,90,90,90,70,50,90,70,90,70,90,90,90,70,70,70,90,70,90,90,90,70,90,70,110,90,110,90,90,90,90,90,90,70,70,50,90,70,70
"find photograph",480,"declining -25%","-25%",43,"0.04","$1.55",No,"Length: Head (1–2 words) · Seasonality: Evergreen",590,480,480,480,480,480,480,480,590,590,590,590,480,590,590,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,590,480,480,480,480,480,480,590,480,480,390,390,480,390,390,390,390
"of search engine",210,"stable -7%","-7%",38,"0.01","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",50,90,110,110,90,110,90,90,90,110,110,110,110,140,170,140,170,170,90,110,90,90,90,110,110,110,140,140,140,170,170,210,210,170,210,210,170,170,210,260,210,260,170,170,170,170,170,170
"to search engine",90,"declining -37%","-37%",31,"0.04","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in February",70,140,110,140,140,170,260,170,90,70,90,50,90,170,170,110,140,140,260,210,70,90,90,90,70,140,110,110,140,170,210,170,70,50,70,70,70,110,90,90,90,90,140,110,50,50,70,50
"about search engine",210,"declining -47%","-47%",39,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",320,480,480,720,590,720,720,590,480,880,590,480,480,720,880,720,590,720,720,590,320,590,590,590,480,720,480,480,320,480,480,480,480,480,390,320,260,390,260,210,170,210,210,210,170,170,140,170
"search engine on",20,"stable 0%","0%",21,"0.04","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",40,40,40,50,40,40,50,50,40,40,30,30,30,40,30,40,30,40,50,40,20,30,50,40,20,30,20,20,30,30,30,30,30,40,40,20,30,20,20,40,20,20,30,10,10,20,30,20
"www com search engine",10,"stable 0%","0%",17,"0.01","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",20,10,20,30,30,30,10,20,20,40,20,10,20,10,50,20,40,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"www search engine",90,"declining -21%","-21%",32,"0.01","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",170,170,170,260,210,320,320,260,260,320,260,170,210,260,210,260,170,260,170,140,170,140,90,140,140,110,90,110,110,140,90,170,210,260,260,110,90,140,110,90,90,90,110,110,90,110,90,70
"as search engine",10,"stable 0%","0%",17,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,20,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"image se search",10,"stable 0%","0%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,20,10,30,20,20,20,10,10,10,10,30,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
"images on images",2400,"stable -18%","-18%",55,"0.03","$0.63",No,"Length: Body (3–4 words) · Seasonality: Evergreen",1900,1600,1600,1600,1900,1900,1900,1900,1600,1900,1600,1900,1600,1900,1900,1900,1900,1900,1900,2400,1900,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,1900,1900,2400,2900,2900,2400,2400,2400,1900,2400,1900,1900,2400,2400
"search images of",10,"stable 0%","0%",16,"0.1","N/A",No,"Contains: search images · Length: Body (3–4 words) · Seasonality: Evergreen",40,10,20,20,10,10,10,10,20,10,10,10,10,10,20,20,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,30,30,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10
"search this image online",70,"growing 125%","+125%",29,"0.06","N/A",No,"Contains: image online · Length: Body (3–4 words) · Seasonality: Evergreen",50,70,70,20,50,70,50,70,90,70,70,90,110,90,90,70,90,110,70,90,70,50,110,110,70,50,70,50,90,90,50,50,90,90,40,40,40,40,40,40,50,70,70,70,90,90,90,90
"search someone's photo",20,"declining -40%","-40%",9,"0.6","$1.51",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,20,20,30,10,20,20,20,30,20,50,30,30,30,40,40,40,30,20,20,30,20,40,40,20,30,30,20,40,20,20,20,20,30,20,20,10,10,20,30,10,10,20,10,10,10
"search from image online",20,"declining -64%","-64%",20,"0.07","N/A",No,"Contains: image online · Length: Body (3–4 words) · Seasonality: Evergreen",30,50,50,70,40,50,40,30,40,50,70,70,50,50,50,50,70,40,30,70,50,50,90,110,110,90,140,70,70,50,40,50,40,40,30,40,50,40,20,30,30,20,10,20,10,10,10,20
"images and images",9900,"stable -18%","-18%",64,"0.04","$3.06",No,"Length: Body (3–4 words) · Seasonality: Evergreen",18100,18100,18100,18100,14800,18100,14800,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,14800,12100,12100,12100,12100,12100,12100,12100,12100,9900,12100,9900,12100,12100,12100,9900,12100,12100,12100,12100,9900,9900,12100,9900,12100,9900,9900,9900,9900
"images in images",720,"declining -21%","-21%",47,"0.02","$0.74",No,"Length: Body (3–4 words) · Seasonality: Evergreen",880,720,880,720,720,880,720,880,720,720,720,720,720,880,1000,880,720,880,880,880,880,720,880,720,720,720,880,720,720,720,720,880,880,1000,880,880,720,880,880,880,720,880,720,880,880,880,590,480
"search engine is",320,"declining -44%","-44%",42,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in February",480,590,480,590,720,880,1300,720,480,590,480,720,590,480,590,480,720,590,720,1000,590,480,590,480,320,390,390,590,590,720,720,720,320,390,390,590,260,260,390,390,480,390,390,260,210,170,170,170
"take photo and search online",10,"declining -40%","-40%",15,"0.16","N/A",No,"Contains: search online · Length: Long tail (5+ words) · Seasonality: Evergreen",10,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,20,30,20,10,10,10,10,10,30,20,10,20,10,10,10,10,10,10
"search for this image online",12100,"stable -18%","-18%",63,"0.08","$0.99",No,"Contains: search for · Contains: image online · Length: Long tail (5+ words) · Seasonality: Evergreen",9900,9900,9900,9900,9900,12100,9900,12100,12100,12100,12100,14800,12100,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,12100,12100,12100,12100,12100,12100
"search the image online",20,"declining -50%","-50%",21,"0.04","N/A",No,"Contains: image online · Length: Body (3–4 words) · Seasonality: Evergreen",20,30,30,30,20,30,10,10,10,20,30,30,20,40,30,40,40,50,50,50,50,50,40,20,30,20,20,10,20,20,10,30,20,20,20,20,10,30,40,30,50,10,10,10,20,20,10,10
"search images from gallery",5400,"growing 123%","+123%",62,"0","N/A",No,"Contains: search images · Length: Body (3–4 words) · Seasonality: Peaks in July",480,480,390,480,480,480,390,480,390,480,720,590,480,480,480,480,480,480,590,320,320,390,390,480,390,590,720,720,880,720,720,880,720,880,1000,1300,2900,4400,4400,4400,5400,5400,4400,5400,6600,8100,8100,9900
"search with an image online",10,"stable 0%","0%",16,"0.1","N/A",No,"Contains: image online · Contains: search with · Length: Long tail (5+ words) · Seasonality: Evergreen",10,30,10,10,10,10,10,20,20,30,20,20,50,30,40,40,30,40,30,40,30,40,40,20,40,20,30,30,20,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"image com search",50,"growing 33%","+33%",28,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",110,90,90,90,70,110,90,90,90,70,50,40,50,50,50,50,40,40,70,70,40,30,50,70,50,40,50,20,40,20,20,30,30,20,30,30,40,50,30,50,50,50,40,50,40,70,50,40
"search for by image",10,"declining -40%","-40%",17,"0.04","N/A",No,"Contains: search for · Contains: by image · Length: Body (3–4 words) · Seasonality: Evergreen",10,20,20,20,10,10,10,20,10,10,10,20,10,10,20,20,10,20,30,20,10,20,10,20,10,20,20,10,20,10,10,20,20,30,10,20,10,20,20,10,10,10,10,10,10,10,10,10
"search image using photo",10,"growing 67%","+67%",16,"0.05","N/A",No,"Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",20,10,20,10,10,10,10,10,20,10,20,20,20,20,20,10,20,20,20,20,20,10,20,20,20,20,10,20,20,10,20,40,20,20,20,20,10,10,10,10,20,20,10,10,20,20,20,10
"photos lookup",30,"declining -20%","-20%",23,"0.07","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",170,170,170,170,170,210,140,170,170,170,210,260,210,170,210,140,30,20,30,20,30,30,30,20,30,20,40,30,30,30,40,50,50,50,40,50,30,40,30,40,30,20,30,40,30,30,20,30
"image locate",2900,"stable -18%","-18%",51,"0.12","$3.59",No,"Length: Head (1–2 words) · Seasonality: Evergreen",2900,2400,2900,2400,2400,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,3600,2900,3600,3600,2900,3600,2900,2900,2900,3600,2900,2900,2900,2900,3600,2400,2900,2900,2400,2900,2400,2900,2400,2400
"images of images of",320,"declining -34%","-34%",42,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",480,480,480,480,480,480,390,480,390,390,320,390,390,320,390,390,320,320,320,320,320,320,390,390,390,390,390,320,320,390,320,320,320,320,390,320,390,390,320,320,320,320,260,260,210,260,260,210
"on search engine",20,"stable 0%","0%",21,"0.04","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",40,40,40,50,40,40,50,50,40,40,30,30,30,40,30,40,30,40,50,40,20,30,50,40,20,30,20,20,30,30,30,30,30,40,40,20,30,20,20,40,20,20,30,10,10,20,30,20
"search image in web",40,"declining -61%","-61%",27,"0","N/A",No,"Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",40,40,50,40,40,70,70,50,70,90,70,50,70,50,50,70,50,90,40,50,70,90,50,70,90,40,70,70,50,50,70,70,70,70,70,50,70,70,40,40,30,40,30,50,30,20,20,30
"search via photos",320,"declining -24%","-24%",39,"0.07","$0.65",No,"Length: Body (3–4 words) · Seasonality: Evergreen",390,390,390,390,390,390,320,390,390,480,320,390,390,390,320,390,390,320,320,320,320,390,320,390,390,390,480,390,480,320,390,390,390,390,320,390,390,320,320,390,320,320,260,260,260,260,260,260
"for search engine",90,"stable 0%","0%",32,"0.02","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",70,70,70,110,110,110,140,140,140,170,110,110,110,140,170,110,70,90,110,140,90,110,70,70,90,110,70,90,70,140,90,140,210,140,110,90,90,110,90,70,70,140,70,140,90,110,90,90
"find images of",30,"growing 120%","+120%",25,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in May",10,20,20,20,20,20,10,20,20,30,20,20,20,10,20,10,10,10,10,20,10,10,10,10,10,20,20,10,10,20,10,10,10,20,20,30,10,20,20,20,20,30,30,20,30,50,30,30
"search for image using image",27100,"declining -24%","-24%",72,"0.03","$0.74",No,"Contains: search for · Contains: for image · Contains: search for image · Length: Long tail (5+ words) · Seasonality: Evergreen",49500,49500,49500,40500,40500,40500,40500,40500,40500,49500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,27100,27100,27100,27100,22200,27100,22200,22200,22200,22200
"search engine a",480,"declining -24%","-24%",43,"0.03","$5.65",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",480,590,590,1000,1000,880,720,880,880,1000,880,590,480,590,590,720,590,720,590,720,590,590,590,480,390,590,590,590,590,720,720,880,720,720,480,480,390,590,590,720,590,590,590,590,480,480,390,320
"search engine and",301000,"stable -6%","-6%",88,"0.04","$1.46",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",301000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,301000,301000,368000,368000,368000,301000,368000,301000,301000,301000,368000,301000,301000,301000,301000,301000,301000,673000,823000,301000,301000,301000,301000,301000,301000,246000,301000,301000,301000,246000,301000,246000,301000,246000,301000,246000,246000
"search engine is a",30,"declining -57%","-57%",25,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in January",30,40,40,40,40,210,90,70,90,20,30,70,20,50,40,50,70,140,90,90,30,40,50,50,30,40,40,50,50,140,110,140,50,50,30,40,20,20,30,20,50,50,70,50,20,10,10,10
"search engine what is it",20,"declining -63%","-63%",22,"0","N/A",No,"Contains: search engine · Intent: Informational · Length: Long tail (5+ words) · Seasonality: Evergreen",20,20,20,30,10,10,20,30,20,30,10,20,20,30,30,40,20,30,30,30,20,20,30,10,10,20,30,20,10,20,20,30,20,20,10,10,20,30,30,30,10,20,30,10,10,10,10,10
"image search of photo",10,"stable 0%","0%",16,"0.09","N/A",No,"Contains: image search · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,10,10,10,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,20,10,10,30,20,20,10,10,20,10,10,10,10,10,10,10,10,20,10,10
"apa itu search engine",1000,"declining -70%","-70%",50,"0","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Peaks in October",1900,1900,1900,1600,1300,1300,1000,1300,590,1300,880,590,1600,2400,2900,2900,1900,1300,1000,1000,590,880,880,1300,2400,2900,3600,1900,2400,1600,1000,1000,880,1000,720,720,1300,1900,2400,1600,1000,1300,590,480,720,590,390,720
"search photo using photo",10,"declining -25%","-25%",15,"0.14","N/A",No,"Contains: search photo · Length: Body (3–4 words) · Seasonality: Evergreen",30,20,30,30,30,30,20,30,40,20,30,40,30,40,30,30,20,20,20,40,20,20,20,70,40,50,70,50,30,30,20,50,50,40,40,10,10,20,10,10,20,10,20,10,20,10,10,10
"this is a search engine",10,"stable 0%","0%",17,"0","N/A",No,"Contains: search engine · Length: Long tail (5+ words) · Seasonality: Peaks in February",10,10,20,10,10,30,40,30,10,10,10,20,10,10,10,10,10,10,40,40,10,10,10,10,10,10,10,10,10,20,30,40,10,20,10,10,10,10,10,10,10,10,20,10,10,10,10,10
"photo by image",40,"declining -54%","-54%",26,"0.05","N/A",No,"Contains: by image · Length: Body (3–4 words) · Seasonality: Evergreen",20,20,10,20,20,20,30,30,20,20,20,20,20,10,20,20,30,20,30,20,20,20,40,20,40,30,20,20,50,50,50,50,40,30,50,30,50,40,40,30,50,40,40,40,20,30,10,20
"find where a photo is from",30,"declining -25%","-25%",24,"0.05","N/A",No,"Contains: a photo · Length: Long tail (5+ words) · Seasonality: Evergreen",30,30,20,10,20,30,40,40,40,50,50,40,40,20,50,30,30,40,40,40,30,50,30,40,50,70,50,40,40,30,40,40,40,30,30,40,40,50,30,30,30,40,20,50,40,30,40,20
"image file search",20,"stable -17%","-17%",22,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",90,30,40,30,40,40,20,40,30,30,30,20,40,30,20,20,30,30,30,40,20,40,20,30,20,30,30,20,50,30,30,30,30,30,30,20,10,20,30,20,20,30,20,10,30,10,10,30
"search photo search",135000,"stable -18%","-18%",82,"0.04","$0.98",No,"Contains: photo search · Contains: search photo · Length: Body (3–4 words) · Seasonality: Evergreen",165000,165000,165000,165000,165000,165000,135000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,165000,135000,135000,135000,135000,135000,135000
"image search a photo",880,"declining -46%","-46%",47,"0.05","$0.63",No,"Contains: image search · Contains: a photo · Length: Body (3–4 words) · Seasonality: Evergreen",1900,2400,1900,1600,1600,1900,1900,2400,1900,1900,1900,2400,1900,1900,1900,2400,2400,1900,1900,1900,2400,2400,1600,1600,1300,1300,1300,1000,1000,1000,880,1000,1300,1000,1000,1300,1300,1000,1000,880,880,880,720,720,720,590,590,590
"find where the photo is from",10,"growing 33%","+33%",17,"0","N/A",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",30,20,20,10,20,10,10,10,30,20,10,20,10,10,10,10,20,10,10,20,10,10,20,30,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10
"find image by photo",70,"stable -17%","-17%",29,"0.05","N/A",No,"Contains: by photo · Length: Body (3–4 words) · Seasonality: Evergreen",40,40,70,90,50,90,50,70,40,50,50,50,70,70,70,90,90,70,90,70,90,70,90,90,50,70,70,70,90,110,70,90,90,90,90,70,70,70,90,90,70,70,50,90,50,70,50,70
"photo in image",74000,"stable -13%","-13%",74,"0.09","$1.75",No,"Length: Body (3–4 words) · Seasonality: Evergreen",246000,201000,165000,135000,110000,165000,165000,201000,110000,110000,74000,74000,74000,74000,74000,74000,90500,90500,90500,90500,110000,135000,110000,90500,90500,90500,110000,90500,90500,90500,74000,90500,90500,90500,74000,90500,74000,90500,90500,90500,74000,90500,74000,74000,74000,74000,74000,74000
"search online for an image",1600,"declining -32%","-32%",50,"0.06","$0.77",No,"Contains: search online · Length: Long tail (5+ words) · Seasonality: Evergreen",1600,1600,1900,1900,1600,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,1900,1900,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900,1900,1900,1900,1900,1300,1600,1600,1300,1300,1300
"search location by photo",320,"stable -18%","-18%",41,"0.03","$0.46",No,"Contains: by photo · Contains: search location · Length: Body (3–4 words) · Seasonality: Evergreen",320,320,320,260,260,320,320,390,390,480,480,590,480,480,480,390,480,480,480,480,590,590,590,590,590,480,480,590,480,480,390,480,480,480,390,390,390,390,320,320,320,320,320,390,390,320,260,320
"detect photo",170,"stable 7%","+7%",35,"0.06","$0.14",No,"Length: Head (1–2 words) · Seasonality: Evergreen",140,140,140,170,110,90,110,170,170,170,170,170,170,170,210,210,170,170,170,210,210,210,170,210,170,170,210,170,170,170,170,210,210,260,210,210,210,170,170,170,170,140,170,170,170,210,210,170
"find by image online",20,"declining -50%","-50%",22,"0","N/A",No,"Contains: image online · Contains: by image · Length: Body (3–4 words) · Seasonality: Peaks in August",50,50,70,50,30,70,30,70,50,90,70,50,70,90,70,50,70,40,50,50,70,70,110,170,170,90,50,20,20,20,20,20,30,50,30,30,30,10,20,20,20,20,20,30,10,10,10,10
"find jpg",50,"declining -58%","-58%",28,"0","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",140,110,110,140,90,90,70,90,90,90,70,70,50,70,70,70,110,70,70,70,110,70,70,70,70,70,50,70,50,70,40,70,70,50,50,70,50,70,70,90,110,50,50,30,30,20,30,30
